lane,geo_code,geography_name,feature_order,feature_id,feature_label,feature_role,raw_value,display_value,unit,latest_year,time_basis,present,denominator,source_row_hash,source,caveat,order_position,ordering_method
evidence_visibility,PN,Pitcairn,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,0.0,0.0,binary reporting presence,,"any returned row, 2000-2023",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",1,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PN,Pitcairn,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,0.0,0.0,binary reporting presence,,"any returned row, 2000-2022",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",1,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PN,Pitcairn,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,0.0,0.0,binary reporting presence,,"any returned row, 2007-2020",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,1,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,PN,Pitcairn,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",1,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,0.0,0.0,binary reporting presence,,any baseline row represented in reviewed coverage table,False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,1.0,100.0,binary reporting presence,2026.0,latest official monitoring reporting status,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,7,power-generation,Power generation,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,0.0,0.0,binary reporting presence,,"any returned row, 2000-2023",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,0.0,0.0,binary reporting presence,,"any returned row, 2000-2022",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,0.0,0.0,binary reporting presence,,"any returned row, 2007-2020",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,TK,Tokelau,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",2,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,0.0,0.0,binary reporting presence,,latest official monitoring reporting status,False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,7,power-generation,Power generation,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,0.0,0.0,binary reporting presence,,"any returned row, 2000-2022",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,0.0,0.0,binary reporting presence,,"any returned row, 2007-2020",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,GU,Guam,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",3,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,0.0,0.0,binary reporting presence,,latest official monitoring reporting status,False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,7,power-generation,Power generation,reporting_presence,0.0,0.0,binary reporting presence,,any baseline row represented in reviewed coverage table,False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,0.0,0.0,binary reporting presence,,"any returned row, 2007-2020",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,AS,American Samoa,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",4,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,3,mean-sea-surface-temperature-anomalies,Mean sea surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,4,mean-surface-temperature-anomalies,Mean surface temperature anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,5,meteorological-monitoring-network,Meteorological monitoring network,reporting_presence,0.0,0.0,binary reporting presence,,latest official monitoring reporting status,False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence is a partial monitoring proxy, not preparedness.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,6,number-of-directly-affected-persons-attributed-to-disasters,Number of directly affected persons attributed to disasters,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,7,power-generation,Power generation,reporting_presence,0.0,0.0,binary reporting presence,,any baseline row represented in reviewed coverage table,False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,8,rainfall-anomalies,Rainfall anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,9,sea-level-anomalies,Sea level anomalies,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,10,population-growth,Projected population growth,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1990-2025",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,11,renewable-energy-share-in-the-total-final-energy-consumption,Renewable energy share,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2023",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,12,proportion-of-population-using-safely-managed-drinking-water-services,Safely managed drinking water,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 2000-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,13,direct-disaster-economic-loss,Recorded direct disaster loss,reporting_visibility_only,0.0,0.0,binary reporting presence,,"any returned row, 2007-2020",False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,Direct-loss presence is reporting visibility only; absence is not zero loss.,5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,MP,Northern Mariana Islands,14,climate-altering-land-cover-index,Climate-altering land-cover index,reporting_presence,1.0,100.0,binary reporting presence,,"any returned row, 1992-2022",True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",5,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,WF,Wallis and Futuna Islands,1,fisheries-management-measures-in-place-and-multilateral-and-bilateral-fisheries-management-arrangements,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,reporting_presence,1.0,100.0,binary reporting presence,,any baseline row represented in reviewed coverage table,True,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",6,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
evidence_visibility,WF,Wallis and Futuna Islands,2,greenhouse-gas-emissions-per-capita,Greenhouse gas emissions per capita,reporting_presence,0.0,0.0,binary reporting presence,,any baseline row represented in reviewed coverage table,False,not applicable; binary reporting presence,not_applicable_aggregate_visibility,Pacific Data Hub official SDMX rows,"Reporting presence describes evidence visibility, not conditions.",6,evidence_visibility: average-linkage seriation over pairwise shared features; no imputation
