geo_code_a,geo_code_b,jsd_distance,jsd_log_base,similarity_band,largest_component_difference,component_difference_summary,pairwise_convention,divergence_caveat
CK,NU,0.1226928575,2,similar_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,PF,0.1325982877,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,PG,0.109086241,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,PN,0.2366540861,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,PW,0.102452114,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,SB,0.1008059673,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,TK,0.0207821078,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,TO,0.1025111901,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,TV,0.0996495448,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,VU,0.109537745,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,WF,0.2031024111,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
CK,WS,0.131279099,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,FM,0.0070354479,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,GU,0.2243114251,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,KI,0.0254181873,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,MH,0.0445634104,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,MP,0.2505863342,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,NC,0.0021310418,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,NR,0.1662115387,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,NU,0.2585012817,2,different_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,PF,0.0089267713,2,very_similar_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,PG,0.0122470872,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,PN,0.4236575794,2,highly_different_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,PW,0.0169025308,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,SB,0.0217963111,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,TK,0.1938466528,2,different_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,TO,0.0060146461,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,TV,0.0207183402,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,VU,0.0044866634,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,WF,0.3614784027,2,highly_different_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FJ,WS,0.0117790948,2,very_similar_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,GU,0.2169108735,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,KI,0.0196053449,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,MH,0.0313617321,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,MP,0.2356368697,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,NC,0.0027570335,2,very_similar_profile,pressure,Largest normalized profile difference is pressure.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,NR,0.1494485875,2,similar_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,NU,0.2393237287,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,PF,0.0203038028,2,very_similar_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,PG,0.0075055141,2,very_similar_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,PN,0.4020667949,2,highly_different_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,PW,0.0028538923,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,SB,0.0101516725,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,TK,0.1732948519,2,different_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,TO,0.0014874822,2,very_similar_profile,pressure,Largest normalized profile difference is pressure.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,TV,0.006332299,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,VU,0.0003147306,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,WF,0.3330421324,2,highly_different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
FM,WS,0.0125315315,2,very_similar_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,KI,0.2050608653,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,MH,0.2064005644,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,MP,0.0056082177,2,very_similar_profile,pressure,Largest normalized profile difference is pressure.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,NC,0.2155329318,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,NR,0.081684053,2,similar_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,NU,0.0214919681,2,very_similar_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,PF,0.2469605579,2,different_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,PG,0.2091124348,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,PN,0.1037743811,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,PW,0.213023413,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,SB,0.2051396157,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,TK,0.1627573245,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,TO,0.2113926005,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,TV,0.2156320128,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,VU,0.2166445274,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,WF,0.0464335574,2,very_similar_profile,capacity,Largest normalized profile difference is capacity.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
GU,WS,0.2447020391,2,different_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,MH,0.0032916333,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,MP,0.2376264201,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,NC,0.014778184,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,NR,0.1570969102,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,NU,0.2253324626,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,PF,0.0476095238,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,PG,0.0122424813,2,very_similar_profile,data_visibility,Largest normalized profile difference is data_visibility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,PN,0.4325485814,2,highly_different_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,PW,0.0146825726,2,very_similar_profile,pressure,Largest normalized profile difference is pressure.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,SB,0.0065378306,2,very_similar_profile,pressure,Largest normalized profile difference is pressure.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,TK,0.1320274319,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,TO,0.0110226229,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,TV,0.0151547018,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,VU,0.018593317,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,WF,0.313685747,2,highly_different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
KI,WS,0.0483681513,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,MP,0.2375241349,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,NC,0.0291854664,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,NR,0.1604600132,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,NU,0.2212008847,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,PF,0.072631478,2,similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,PG,0.0203630934,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,PN,0.4334656299,2,highly_different_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,PW,0.0210388602,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,SB,0.0092866979,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,TK,0.1221054943,2,similar_profile,missing_data,Largest normalized profile difference is missing_data.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,TO,0.0218744162,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,TV,0.0214041956,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,VU,0.0315796876,2,very_similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,WF,0.3010828749,2,highly_different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MH,WS,0.0694061758,2,similar_profile,rank_fragility,Largest normalized profile difference is rank_fragility.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
MP,NC,0.2408281085,2,different_profile,monitoring_reporting_gap,Largest normalized profile difference is monitoring_reporting_gap.,unordered_geo_code_pairs,"Similarity means official-data profiles look alike under this method; it does not mean the places share the same vulnerability, lived experience, or policy need."
